provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region
P03467,Provider_3467,City_67,NV,39.1026,-116.1194,Ophthalmology,Endocrinology,Specialty Care,19,180,56,1.7,0.25,FALSE,FALSE,Out-of-network,439,FALSE,Hospital_67,4.13,West
P03468,Provider_3468,City_68,IL,40.9831,-89.0485,Endocrinology,Ophthalmology,Specialty Care,28,400,34,1.9,0.75,TRUE,TRUE,In-network,376,FALSE,Hospital_68,2.94,South
P03469,Provider_3469,City_69,WA,48.1511,-120.3401,Urology,Endocrinology,Specialty Care,9,380,43,4.96,0.61,TRUE,FALSE,In-network,240,FALSE,Hospital_69,2.37,South
P03470,Provider_3470,City_70,NY,43.7494,-73.7679,Ophthalmology,Endocrinology,Specialty Care,33,180,29,2.99,0.99,TRUE,FALSE,In-network,60,TRUE,Hospital_70,3.57,East
P03471,Provider_3471,City_71,CA,36.7783,-119.4179,Psychiatry,Pediatrics,Specialty Care,40,250,35,3.4,0.11,TRUE,TRUE,In-network,420,TRUE,Hospital_71,2.74,East
P03472,Provider_3472,City_72,WA,47.8011,-120.6901,Ophthalmology,Gastroenterology,Specialty Care,30,180,51,3.78,0.34,FALSE,FALSE,In-network,462,FALSE,Hospital_72,2.2,North
P03473,Provider_3473,City_73,CA,36.8783,-119.3179,Urology,Dermatology,Specialty Care,1,380,30,4.77,0.45,FALSE,TRUE,In-network,311,TRUE,Hospital_73,4.66,South
P03474,Provider_3474,City_74,MI,44.4648,-85.4524,Dermatology,General Practice,Specialty Care,38,200,37,4.4,0.81,FALSE,TRUE,Out-of-network,463,TRUE,Hospital_74,2.22,East
P03475,Provider_3475,City_75,CA,36.9783,-119.2179,Pediatrics,Dermatology,Primary Care,40,150,22,1.01,0.79,TRUE,TRUE,In-network,165,TRUE,Hospital_75,2.51,South
P03476,Provider_3476,City_76,FL,28.2444,-81.5103,Orthopedics,Neurology,Surgical,20,400,32,3.57,0.93,FALSE,FALSE,Out-of-network,346,TRUE,Hospital_76,4,East
P03477,Provider_3477,City_77,NC,36.0596,-78.7193,Cardiology,Orthopedics,Specialty Care,23,500,25,3.93,0.2,TRUE,TRUE,Out-of-network,59,FALSE,Hospital_77,1.41,South
P03478,Provider_3478,City_78,GA,32.5156,-82.5501,Cardiology,Psychiatry,Specialty Care,15,500,6,4.1,0.56,FALSE,FALSE,In-network,253,TRUE,Hospital_78,4.38,East
P03479,Provider_3479,City_79,AZ,34.4489,-110.6937,ENT,Gastroenterology,Specialty Care,36,220,58,1.29,0.01,FALSE,FALSE,In-network,114,FALSE,Hospital_79,1.02,West
P03480,Provider_3480,City_80,NC,36.2096,-78.5693,Endocrinology,Orthopedics,Specialty Care,36,400,54,3.5,0.35,FALSE,FALSE,Out-of-network,162,TRUE,Hospital_80,2.69,West
P03481,Provider_3481,City_81,FL,27.9944,-81.7603,Pediatrics,General Practice,Primary Care,12,150,6,3.18,0.12,TRUE,TRUE,In-network,372,TRUE,Hospital_81,1.2,South
P03482,Provider_3482,City_82,MI,44.3648,-85.5524,ENT,Cardiology,Specialty Care,22,220,23,4.32,0.83,FALSE,TRUE,In-network,383,TRUE,Hospital_82,1.41,North
P03483,Provider_3483,City_83,OH,40.5173,-82.8071,Pediatrics,Ophthalmology,Primary Care,18,150,10,2.03,0.55,FALSE,FALSE,In-network,429,TRUE,Hospital_83,3.89,South
P03484,Provider_3484,City_84,MI,44.4648,-85.4524,Pediatrics,Endocrinology,Primary Care,1,150,54,3.71,0.1,TRUE,TRUE,Out-of-network,255,TRUE,Hospital_84,2,West
P03485,Provider_3485,City_85,CA,36.9783,-119.2179,Ophthalmology,Psychiatry,Specialty Care,24,180,35,3.15,0.64,TRUE,TRUE,Out-of-network,498,TRUE,Hospital_85,1.02,East
P03486,Provider_3486,City_86,OH,40.6673,-82.6571,ENT,Ophthalmology,Specialty Care,16,220,32,3.39,0.28,FALSE,TRUE,Out-of-network,441,FALSE,Hospital_86,2.56,West
P03487,Provider_3487,City_87,NV,39.1026,-116.1194,Pediatrics,Dermatology,Primary Care,37,150,38,1.65,0.76,FALSE,TRUE,Out-of-network,351,TRUE,Hospital_87,4.31,West
P03488,Provider_3488,City_88,NY,43.6494,-73.8679,Neurology,Dermatology,Specialty Care,33,450,58,4.15,0.79,FALSE,TRUE,Out-of-network,236,TRUE,Hospital_88,2.53,North
P03489,Provider_3489,City_89,AZ,34.4489,-110.6937,Psychiatry,Gastroenterology,Specialty Care,17,250,26,4.45,0.71,FALSE,TRUE,In-network,280,TRUE,Hospital_89,2.4,South
P03490,Provider_3490,City_90,AZ,34.4989,-110.6437,General Practice,Urology,Primary Care,29,100,36,2.54,0.75,FALSE,TRUE,Out-of-network,98,FALSE,Hospital_90,2.47,West
P03491,Provider_3491,City_91,MI,44.3148,-85.6024,Endocrinology,Cardiology,Specialty Care,35,400,37,3.2,0.96,FALSE,TRUE,In-network,85,FALSE,Hospital_91,4.03,West
P03492,Provider_3492,City_92,NY,43.3494,-74.1679,Endocrinology,Ophthalmology,Specialty Care,1,400,52,3.72,0.96,TRUE,FALSE,In-network,441,TRUE,Hospital_92,3.67,North
P03493,Provider_3493,City_93,CO,39.6501,-105.6821,Gastroenterology,Urology,Specialty Care,35,420,13,1.75,0.46,FALSE,FALSE,Out-of-network,206,TRUE,Hospital_93,4.23,North
P03494,Provider_3494,City_94,NY,43.4494,-74.0679,Urology,Dermatology,Specialty Care,2,380,44,1.19,0.45,FALSE,TRUE,Out-of-network,155,TRUE,Hospital_94,4.67,East
P03495,Provider_3495,City_95,MI,44.5148,-85.4024,Urology,Psychiatry,Specialty Care,21,380,16,1.66,0.52,FALSE,TRUE,Out-of-network,111,TRUE,Hospital_95,4.75,East
P03496,Provider_3496,City_96,MI,44.5648,-85.3524,Gastroenterology,Gastroenterology,Specialty Care,22,420,48,4.25,0.35,FALSE,FALSE,Out-of-network,170,TRUE,Hospital_96,2.13,West
P03497,Provider_3497,City_97,CO,39.8501,-105.4821,Ophthalmology,Ophthalmology,Specialty Care,6,180,11,1.13,0.25,FALSE,FALSE,Out-of-network,496,TRUE,Hospital_97,4.06,East
P03498,Provider_3498,City_98,TX,32.3186,-99.5518,Gastroenterology,Urology,Specialty Care,10,420,44,2.9,0.57,TRUE,TRUE,In-network,184,FALSE,Hospital_98,2.38,West
P03499,Provider_3499,City_99,NY,43.6994,-73.8179,Neurology,General Practice,Specialty Care,10,450,54,2.28,0.06,FALSE,FALSE,Out-of-network,332,FALSE,Hospital_99,3.21,West
P03500,Provider_3500,City_100,PA,41.6533,-76.7445,Pediatrics,Endocrinology,Primary Care,8,150,41,4.87,0.3,TRUE,TRUE,Out-of-network,359,FALSE,Hospital_100,3.2,East
P03501,Provider_3501,City_101,IL,40.6331,-89.3985,ENT,Dermatology,Specialty Care,1,220,49,1.05,0.35,TRUE,FALSE,In-network,205,TRUE,Hospital_1,1.86,North
P03502,Provider_3502,City_102,NV,38.8526,-116.3694,Dermatology,Psychiatry,Specialty Care,28,200,55,2.72,0.94,FALSE,TRUE,In-network,146,TRUE,Hospital_2,3.54,North
P03503,Provider_3503,City_103,MA,42.5072,-71.2824,Psychiatry,Endocrinology,Specialty Care,21,250,50,2.56,0.81,FALSE,FALSE,Out-of-network,498,FALSE,Hospital_3,2.55,West
P03504,Provider_3504,City_104,IL,40.7831,-89.2485,General Practice,Psychiatry,Primary Care,24,100,59,4.28,0.87,FALSE,FALSE,In-network,480,FALSE,Hospital_4,2.72,West
P03505,Provider_3505,City_105,CA,36.9783,-119.2179,Psychiatry,Urology,Specialty Care,34,250,41,1.1,0.51,FALSE,TRUE,Out-of-network,291,TRUE,Hospital_5,1.73,West
P03506,Provider_3506,City_106,PA,41.4533,-76.9445,Pediatrics,Orthopedics,Primary Care,18,150,10,1.9,0.5,FALSE,FALSE,Out-of-network,426,FALSE,Hospital_6,3.78,West
P03507,Provider_3507,City_107,PA,41.5033,-76.8945,General Practice,Pediatrics,Primary Care,11,100,17,3.71,0.76,FALSE,TRUE,In-network,258,TRUE,Hospital_7,3.87,North
P03508,Provider_3508,City_108,CA,37.1283,-119.0679,Urology,ENT,Specialty Care,37,380,7,1.27,0.16,FALSE,TRUE,In-network,295,TRUE,Hospital_8,4.35,North
P03509,Provider_3509,City_109,CO,39.9501,-105.3821,Ophthalmology,Ophthalmology,Specialty Care,34,180,33,2.94,0.24,FALSE,TRUE,Out-of-network,445,TRUE,Hospital_9,2.67,West
P03510,Provider_3510,City_110,MI,44.7648,-85.1524,Endocrinology,Neurology,Specialty Care,9,400,60,3.03,0.7,FALSE,FALSE,Out-of-network,112,TRUE,Hospital_10,2.14,North
P03511,Provider_3511,City_111,OH,40.4173,-82.9071,Psychiatry,Ophthalmology,Specialty Care,17,250,38,3.9,0.82,TRUE,FALSE,Out-of-network,476,FALSE,Hospital_11,4.47,West
P03512,Provider_3512,City_112,IL,40.6831,-89.3485,Dermatology,Orthopedics,Specialty Care,38,200,23,2.69,0.48,FALSE,TRUE,Out-of-network,239,FALSE,Hospital_12,2.19,West
P03513,Provider_3513,City_113,IL,40.7331,-89.2985,Psychiatry,General Practice,Specialty Care,33,250,24,1.08,0.81,FALSE,TRUE,In-network,207,TRUE,Hospital_13,3.56,South
P03514,Provider_3514,City_114,WA,47.9011,-120.5901,Psychiatry,General Practice,Specialty Care,15,250,47,3.78,0.13,FALSE,FALSE,In-network,128,FALSE,Hospital_14,4.3,East
P03515,Provider_3515,City_115,FL,28.1944,-81.5603,Cardiology,ENT,Specialty Care,20,500,8,3.19,0.51,FALSE,FALSE,In-network,368,TRUE,Hospital_15,4.47,East
P03516,Provider_3516,City_116,NC,36.0096,-78.7693,Pediatrics,Orthopedics,Primary Care,13,150,13,2.1,0.68,TRUE,FALSE,Out-of-network,190,FALSE,Hospital_16,1.58,North
P03517,Provider_3517,City_117,AZ,34.3489,-110.7937,Endocrinology,Dermatology,Specialty Care,27,400,9,3.24,0.36,TRUE,FALSE,Out-of-network,244,FALSE,Hospital_17,4.42,South
P03518,Provider_3518,City_118,NV,39.1526,-116.0694,Cardiology,Gastroenterology,Specialty Care,10,500,49,1.58,0,FALSE,TRUE,Out-of-network,172,FALSE,Hospital_18,3.91,East
P03519,Provider_3519,City_119,CO,39.9501,-105.3821,General Practice,Dermatology,Primary Care,16,100,30,4.26,0.67,TRUE,TRUE,Out-of-network,104,TRUE,Hospital_19,1.33,East
P03520,Provider_3520,City_120,MI,44.7648,-85.1524,Orthopedics,Endocrinology,Surgical,27,400,49,1.52,0.13,TRUE,TRUE,In-network,253,FALSE,Hospital_20,4.21,North
P03521,Provider_3521,City_121,NC,35.7596,-79.0193,Psychiatry,Gastroenterology,Specialty Care,19,250,43,1.92,0.67,TRUE,TRUE,Out-of-network,495,FALSE,Hospital_21,1.67,West
P03522,Provider_3522,City_122,WA,47.8011,-120.6901,Psychiatry,Psychiatry,Specialty Care,7,250,27,2.1,0.54,FALSE,FALSE,Out-of-network,218,FALSE,Hospital_22,3.91,North
P03523,Provider_3523,City_123,PA,41.3033,-77.0945,Endocrinology,Psychiatry,Specialty Care,31,400,51,3.03,0.78,TRUE,TRUE,In-network,379,FALSE,Hospital_23,2.88,North
P03524,Provider_3524,City_124,NC,35.9096,-78.8693,Endocrinology,Orthopedics,Specialty Care,2,400,8,3.63,0.47,TRUE,FALSE,In-network,103,TRUE,Hospital_24,2.89,North
P03525,Provider_3525,City_125,NY,43.4994,-74.0179,ENT,General Practice,Specialty Care,21,220,26,2.63,0.11,TRUE,FALSE,Out-of-network,428,FALSE,Hospital_25,3.3,South
P03526,Provider_3526,City_126,IL,40.8831,-89.1485,Pediatrics,Cardiology,Primary Care,13,150,21,4.68,0.5,FALSE,TRUE,Out-of-network,474,FALSE,Hospital_26,3.16,North
P03527,Provider_3527,City_127,NY,43.5994,-73.9179,Orthopedics,Urology,Surgical,5,400,26,4.8,0.87,TRUE,TRUE,Out-of-network,263,FALSE,Hospital_27,3.92,North
P03528,Provider_3528,City_128,FL,28.3444,-81.4103,Dermatology,Gastroenterology,Specialty Care,10,200,33,4.32,0.59,TRUE,FALSE,Out-of-network,417,TRUE,Hospital_28,3.89,West
P03529,Provider_3529,City_129,CO,39.9501,-105.3821,Neurology,Cardiology,Specialty Care,35,450,46,4.37,0.75,FALSE,TRUE,Out-of-network,289,FALSE,Hospital_29,4.81,North
P03530,Provider_3530,City_130,GA,32.6156,-82.4501,Psychiatry,Cardiology,Specialty Care,21,250,22,1.71,0.46,FALSE,TRUE,Out-of-network,150,FALSE,Hospital_30,1.42,West
P03531,Provider_3531,City_131,MA,42.4072,-71.3824,Ophthalmology,General Practice,Specialty Care,21,180,35,4.4,0.31,FALSE,TRUE,Out-of-network,218,TRUE,Hospital_31,3.45,West
P03532,Provider_3532,City_132,CO,39.6001,-105.7321,General Practice,Urology,Primary Care,22,100,52,3.27,0.93,TRUE,TRUE,In-network,406,TRUE,Hospital_32,4.33,South
P03533,Provider_3533,City_133,MI,44.4148,-85.5024,Pediatrics,ENT,Primary Care,7,150,26,2.02,0.93,TRUE,FALSE,Out-of-network,351,TRUE,Hospital_33,3.07,North
P03534,Provider_3534,City_134,PA,41.3533,-77.0445,Endocrinology,Urology,Specialty Care,2,400,33,4.32,0.59,FALSE,TRUE,In-network,325,TRUE,Hospital_34,3.53,South
P03535,Provider_3535,City_135,WA,47.9511,-120.5401,Neurology,Orthopedics,Specialty Care,30,450,14,2.53,0.14,TRUE,TRUE,In-network,498,TRUE,Hospital_35,4.77,South
P03536,Provider_3536,City_136,OH,40.6673,-82.6571,Pediatrics,Neurology,Primary Care,39,150,34,3.24,0.42,FALSE,TRUE,In-network,236,FALSE,Hospital_36,1.75,East
P03537,Provider_3537,City_137,NY,43.5994,-73.9179,Urology,Urology,Specialty Care,34,380,44,2.27,0.16,TRUE,FALSE,Out-of-network,176,FALSE,Hospital_37,2.78,South
P03538,Provider_3538,City_138,CA,37.1283,-119.0679,Neurology,Urology,Specialty Care,17,450,47,3.51,0.06,FALSE,FALSE,In-network,141,FALSE,Hospital_38,4.87,East
P03539,Provider_3539,City_139,OH,40.8173,-82.5071,Orthopedics,Orthopedics,Surgical,34,400,15,4.12,0.25,FALSE,TRUE,Out-of-network,334,TRUE,Hospital_39,2.84,South
P03540,Provider_3540,City_140,CA,37.2283,-118.9679,Neurology,General Practice,Specialty Care,13,450,32,4.58,0.19,FALSE,FALSE,In-network,65,FALSE,Hospital_40,2.92,East
P03541,Provider_3541,City_141,MA,42.4072,-71.3824,Pediatrics,Gastroenterology,Primary Care,17,150,36,2.73,0.65,FALSE,FALSE,In-network,129,FALSE,Hospital_41,1.04,North
P03542,Provider_3542,City_142,NY,43.3494,-74.1679,Dermatology,Pediatrics,Specialty Care,11,200,24,4.28,0.56,TRUE,TRUE,Out-of-network,71,FALSE,Hospital_42,4.08,East
P03543,Provider_3543,City_143,TX,32.0686,-99.8018,Orthopedics,Cardiology,Surgical,10,400,36,4.6,0.41,TRUE,FALSE,Out-of-network,257,FALSE,Hospital_43,3.52,East
P03544,Provider_3544,City_144,MI,44.4648,-85.4524,Urology,Orthopedics,Specialty Care,38,380,50,1.72,0.96,TRUE,FALSE,Out-of-network,449,FALSE,Hospital_44,4.45,West
P03545,Provider_3545,City_145,TX,32.1686,-99.7018,Cardiology,Pediatrics,Specialty Care,30,500,17,3.6,0.9,TRUE,FALSE,In-network,292,FALSE,Hospital_45,1.05,North
P03546,Provider_3546,City_146,PA,41.4533,-76.9445,Endocrinology,Orthopedics,Specialty Care,8,400,11,2.99,0.31,TRUE,FALSE,In-network,59,TRUE,Hospital_46,1.69,South
P03547,Provider_3547,City_147,MI,44.6148,-85.3024,Psychiatry,Urology,Specialty Care,29,250,23,3.51,0.33,TRUE,FALSE,Out-of-network,485,FALSE,Hospital_47,1.94,West
P03548,Provider_3548,City_148,NY,43.6494,-73.8679,Psychiatry,Psychiatry,Specialty Care,36,250,35,2.16,0.12,FALSE,TRUE,In-network,397,TRUE,Hospital_48,4.92,West
P03549,Provider_3549,City_149,NC,36.1596,-78.6193,Neurology,Urology,Specialty Care,21,450,15,2.29,0.12,TRUE,FALSE,Out-of-network,62,TRUE,Hospital_49,4.03,South
P03550,Provider_3550,City_150,MA,42.8572,-70.9324,Dermatology,Pediatrics,Specialty Care,9,200,30,2.6,0.61,TRUE,TRUE,In-network,277,FALSE,Hospital_50,1.49,East
P03551,Provider_3551,City_151,WA,47.7511,-120.7401,Cardiology,Pediatrics,Specialty Care,1,500,56,4.71,0.73,TRUE,FALSE,In-network,361,TRUE,Hospital_51,4.37,South
P03552,Provider_3552,City_152,MI,44.3648,-85.5524,Ophthalmology,Endocrinology,Specialty Care,25,180,29,2.76,0.75,FALSE,TRUE,Out-of-network,306,TRUE,Hospital_52,3.12,East
P03553,Provider_3553,City_153,MA,42.5072,-71.2824,Neurology,Endocrinology,Specialty Care,21,450,48,1.09,0.79,FALSE,TRUE,Out-of-network,258,TRUE,Hospital_53,3.97,East
P03554,Provider_3554,City_154,TX,32.1186,-99.7518,Orthopedics,Ophthalmology,Surgical,14,400,5,4.86,0.97,TRUE,FALSE,In-network,439,TRUE,Hospital_54,3.34,South
P03555,Provider_3555,City_155,TX,32.1686,-99.7018,General Practice,Neurology,Primary Care,34,100,14,4.75,0.86,FALSE,TRUE,Out-of-network,383,FALSE,Hospital_55,2.88,South
P03556,Provider_3556,City_156,CO,39.8001,-105.5321,Cardiology,Endocrinology,Specialty Care,14,500,40,2.07,0.08,TRUE,FALSE,In-network,108,TRUE,Hospital_56,4.84,East
P03557,Provider_3557,City_157,PA,41.5033,-76.8945,Endocrinology,General Practice,Specialty Care,13,400,58,1.56,0.96,FALSE,TRUE,Out-of-network,220,FALSE,Hospital_57,1.33,West
P03558,Provider_3558,City_158,OH,40.7673,-82.5571,ENT,ENT,Specialty Care,22,220,11,5,0.36,TRUE,FALSE,Out-of-network,294,FALSE,Hospital_58,3.58,West
P03559,Provider_3559,City_159,AZ,34.4489,-110.6937,Endocrinology,Neurology,Specialty Care,18,400,54,1.85,0.19,FALSE,FALSE,Out-of-network,480,TRUE,Hospital_59,1.38,North
P03560,Provider_3560,City_160,WA,48.2011,-120.2901,Dermatology,Pediatrics,Specialty Care,40,200,9,2.01,0.52,TRUE,TRUE,Out-of-network,459,TRUE,Hospital_60,1.92,South
P03561,Provider_3561,City_161,MI,44.3148,-85.6024,ENT,General Practice,Specialty Care,8,220,49,3.11,0.5,FALSE,FALSE,Out-of-network,410,FALSE,Hospital_61,1.73,East
P03562,Provider_3562,City_162,NV,38.8526,-116.3694,Psychiatry,Urology,Specialty Care,37,250,48,1.62,0.79,FALSE,FALSE,Out-of-network,186,TRUE,Hospital_62,1.46,South
P03563,Provider_3563,City_163,OH,40.5173,-82.8071,Ophthalmology,Neurology,Specialty Care,9,180,12,4.32,0.37,FALSE,FALSE,Out-of-network,411,FALSE,Hospital_63,4.74,East
P03564,Provider_3564,City_164,FL,28.1444,-81.6103,Urology,Neurology,Specialty Care,12,380,39,1.47,0.5,TRUE,FALSE,In-network,286,TRUE,Hospital_64,4.26,East
P03565,Provider_3565,City_165,NY,43.4994,-74.0179,Pediatrics,Gastroenterology,Primary Care,5,150,12,3.14,0.45,TRUE,FALSE,In-network,263,TRUE,Hospital_65,2.42,North
P03566,Provider_3566,City_166,GA,32.4156,-82.6501,Gastroenterology,Pediatrics,Specialty Care,17,420,26,3.41,0.17,TRUE,FALSE,Out-of-network,359,TRUE,Hospital_66,4.37,North
P03567,Provider_3567,City_167,IL,40.9331,-89.0985,Endocrinology,Pediatrics,Specialty Care,10,400,23,1.69,0.57,FALSE,FALSE,In-network,240,FALSE,Hospital_67,3.98,South
P03568,Provider_3568,City_168,CO,39.9001,-105.4321,Gastroenterology,Endocrinology,Specialty Care,29,420,30,1.73,0.6,FALSE,TRUE,In-network,182,FALSE,Hospital_68,1.93,North
P03569,Provider_3569,City_169,FL,28.3944,-81.3603,Pediatrics,Psychiatry,Primary Care,26,150,34,3.51,0.52,FALSE,FALSE,In-network,465,FALSE,Hospital_69,1.48,West
P03570,Provider_3570,City_170,NY,43.7494,-73.7679,Ophthalmology,Cardiology,Specialty Care,25,180,41,2.75,0.78,TRUE,TRUE,Out-of-network,462,TRUE,Hospital_70,2.53,North
P03571,Provider_3571,City_171,AZ,34.0489,-111.0937,General Practice,Psychiatry,Primary Care,22,100,48,2.65,0.85,FALSE,TRUE,Out-of-network,55,FALSE,Hospital_71,4.19,South
P03572,Provider_3572,City_172,AZ,34.0989,-111.0437,Pediatrics,General Practice,Primary Care,3,150,42,1.57,0.95,FALSE,FALSE,Out-of-network,442,TRUE,Hospital_72,2.81,East
P03573,Provider_3573,City_173,CO,39.6501,-105.6821,Gastroenterology,Psychiatry,Specialty Care,40,420,39,4.72,0.34,TRUE,TRUE,Out-of-network,57,TRUE,Hospital_73,4.79,North
P03574,Provider_3574,City_174,OH,40.5673,-82.7571,Pediatrics,Urology,Primary Care,16,150,41,4.82,0.69,TRUE,FALSE,Out-of-network,341,TRUE,Hospital_74,1.89,North
P03575,Provider_3575,City_175,IL,40.8331,-89.1985,Pediatrics,ENT,Primary Care,26,150,53,1.93,0.07,FALSE,FALSE,In-network,480,FALSE,Hospital_75,4.08,West
P03576,Provider_3576,City_176,OH,40.6673,-82.6571,Urology,General Practice,Specialty Care,4,380,38,3.43,0.24,FALSE,FALSE,Out-of-network,85,TRUE,Hospital_76,2.35,West
P03577,Provider_3577,City_177,MI,44.6148,-85.3024,Urology,Neurology,Specialty Care,10,380,60,2.44,0.25,TRUE,TRUE,Out-of-network,177,TRUE,Hospital_77,2.79,South
P03578,Provider_3578,City_178,TX,32.3186,-99.5518,Pediatrics,Pediatrics,Primary Care,35,150,55,4.65,0.56,TRUE,TRUE,In-network,221,TRUE,Hospital_78,4.82,East
P03579,Provider_3579,City_179,AZ,34.4489,-110.6937,Neurology,Neurology,Specialty Care,16,450,49,1.05,0.2,FALSE,TRUE,Out-of-network,387,FALSE,Hospital_79,2.26,West
P03580,Provider_3580,City_180,NV,39.2526,-115.9694,General Practice,General Practice,Primary Care,13,100,37,3.25,0.99,TRUE,TRUE,Out-of-network,417,FALSE,Hospital_80,4.65,East
P03581,Provider_3581,City_181,GA,32.1656,-82.9001,Pediatrics,Endocrinology,Primary Care,13,150,16,2.52,0.45,TRUE,TRUE,Out-of-network,200,TRUE,Hospital_81,2.56,South
P03582,Provider_3582,City_182,FL,28.0444,-81.7103,Dermatology,General Practice,Specialty Care,13,200,47,4.06,0.47,FALSE,FALSE,Out-of-network,167,TRUE,Hospital_82,3.37,South
P03583,Provider_3583,City_183,NV,38.9026,-116.3194,Neurology,Cardiology,Specialty Care,21,450,34,4.08,0.23,FALSE,TRUE,In-network,263,TRUE,Hospital_83,2.15,West
P03584,Provider_3584,City_184,TX,32.1186,-99.7518,Gastroenterology,ENT,Specialty Care,22,420,29,3.36,0.09,FALSE,TRUE,Out-of-network,301,TRUE,Hospital_84,3.92,West
P03585,Provider_3585,City_185,PA,41.4033,-76.9945,Gastroenterology,Endocrinology,Specialty Care,19,420,40,2.32,0.52,TRUE,TRUE,Out-of-network,280,FALSE,Hospital_85,2.24,West
P03586,Provider_3586,City_186,TX,32.2186,-99.6518,ENT,Cardiology,Specialty Care,26,220,20,1.93,0.21,TRUE,FALSE,In-network,61,FALSE,Hospital_86,3.42,West
P03587,Provider_3587,City_187,MA,42.7072,-71.0824,Neurology,Ophthalmology,Specialty Care,23,450,43,4.1,0.22,TRUE,TRUE,Out-of-network,221,TRUE,Hospital_87,2.88,East
P03588,Provider_3588,City_188,NC,36.1096,-78.6693,General Practice,Orthopedics,Primary Care,20,100,6,2.08,0.58,FALSE,FALSE,In-network,436,TRUE,Hospital_88,2.82,West
P03589,Provider_3589,City_189,MA,42.8072,-70.9824,Psychiatry,Cardiology,Specialty Care,18,250,50,2.45,0.7,TRUE,FALSE,Out-of-network,308,TRUE,Hospital_89,1.01,East
P03590,Provider_3590,City_190,NV,39.2526,-115.9694,Orthopedics,Pediatrics,Surgical,37,400,51,3.22,0.6,FALSE,FALSE,Out-of-network,77,FALSE,Hospital_90,1.33,East
P03591,Provider_3591,City_191,CA,36.7783,-119.4179,Urology,Pediatrics,Specialty Care,10,380,55,2.92,0.79,TRUE,TRUE,Out-of-network,247,FALSE,Hospital_91,4.2,North
P03592,Provider_3592,City_192,OH,40.4673,-82.8571,Psychiatry,Psychiatry,Specialty Care,38,250,48,4.29,0.5,FALSE,FALSE,Out-of-network,190,TRUE,Hospital_92,4.63,East
P03593,Provider_3593,City_193,TX,32.0686,-99.8018,Dermatology,Psychiatry,Specialty Care,38,200,5,2.62,0.81,TRUE,FALSE,In-network,62,TRUE,Hospital_93,1.61,South
P03594,Provider_3594,City_194,NC,35.9096,-78.8693,Pediatrics,Neurology,Primary Care,35,150,43,3.92,0.63,TRUE,FALSE,In-network,157,FALSE,Hospital_94,1.02,West
P03595,Provider_3595,City_195,PA,41.4033,-76.9945,Psychiatry,Psychiatry,Specialty Care,11,250,34,2.21,0.87,FALSE,TRUE,In-network,78,TRUE,Hospital_95,3.63,West
P03596,Provider_3596,City_196,MI,44.5648,-85.3524,Psychiatry,Ophthalmology,Specialty Care,2,250,24,1.04,0.84,TRUE,FALSE,In-network,91,FALSE,Hospital_96,2.5,East
P03597,Provider_3597,City_197,PA,41.5033,-76.8945,Urology,Pediatrics,Specialty Care,28,380,30,4.31,0.72,FALSE,TRUE,Out-of-network,126,TRUE,Hospital_97,3.29,North
P03598,Provider_3598,City_198,NC,36.1096,-78.6693,Pediatrics,Orthopedics,Primary Care,37,150,60,1.42,0.19,TRUE,FALSE,In-network,353,FALSE,Hospital_98,3.65,East
P03599,Provider_3599,City_199,MI,44.7148,-85.2024,Dermatology,Neurology,Specialty Care,2,200,21,4.68,0.5,FALSE,FALSE,In-network,99,FALSE,Hospital_99,2.39,West
P03600,Provider_3600,City_200,PA,41.6533,-76.7445,Ophthalmology,Gastroenterology,Specialty Care,16,180,57,4.58,0.01,FALSE,FALSE,In-network,366,FALSE,Hospital_100,3.45,South
P03601,Provider_3601,City_1,WA,47.7511,-120.7401,Neurology,Dermatology,Specialty Care,27,450,15,4.93,0.13,FALSE,FALSE,Out-of-network,482,TRUE,Hospital_1,3.04,North
P03602,Provider_3602,City_2,GA,32.2156,-82.8501,Neurology,Neurology,Specialty Care,25,450,60,2.99,0.25,FALSE,FALSE,In-network,453,FALSE,Hospital_2,2.97,South
P03603,Provider_3603,City_3,MI,44.4148,-85.5024,Psychiatry,Cardiology,Specialty Care,16,250,44,2.68,0.39,FALSE,FALSE,Out-of-network,373,FALSE,Hospital_3,4.86,South
P03604,Provider_3604,City_4,PA,41.3533,-77.0445,Orthopedics,Neurology,Surgical,22,400,27,4.92,0.69,TRUE,TRUE,In-network,500,FALSE,Hospital_4,3.88,West
P03605,Provider_3605,City_5,GA,32.3656,-82.7001,Neurology,Pediatrics,Specialty Care,14,450,12,4.26,0.99,TRUE,TRUE,In-network,467,FALSE,Hospital_5,1.03,East
P03606,Provider_3606,City_6,AZ,34.2989,-110.8437,Urology,Ophthalmology,Specialty Care,30,380,54,1.14,0.31,TRUE,TRUE,In-network,158,FALSE,Hospital_6,4.66,North
P03607,Provider_3607,City_7,NY,43.5994,-73.9179,Endocrinology,Endocrinology,Specialty Care,1,400,57,4.39,0.11,FALSE,TRUE,In-network,396,FALSE,Hospital_7,3.39,East
